departure,timestamp,supply,demand
12,61,1710,1762
12,62,1724,1792
12,63,1733,1779
12,64,1821,1874
12,65,1834,1893
12,66,1776,1842
12,67,1768,1829
12,68,2015,2085
12,69,1906,1999
12,70,2075,2182
12,71,2034,2145
12,72,1854,1928
12,73,1817,1867
12,74,1808,1876
12,75,1909,1976
12,76,2000,2059
12,77,2053,2116
12,78,2107,2178
12,79,2186,2251
12,80,2235,2289
12,81,2291,2375
12,82,2402,2497
12,83,2375,2462
12,84,2326,2416
12,85,2199,2270
12,86,2225,2297
12,87,2236,2296
12,88,2343,2406
12,89,2367,2442
12,90,2320,2400
12,91,2434,2518
12,92,2357,2476
12,93,2504,2652
12,94,2604,2669
12,95,2699,2760
12,96,2679,2770
12,97,2773,2853
12,98,2927,2990
12,99,3040,3122
12,100,3205,3324
12,101,3174,3285
12,102,3354,3432
12,103,3823,3919
12,104,3859,4000
12,105,3592,3777
12,106,3526,3714
12,107,3234,3354
12,108,3020,3122
12,109,3179,3265
12,110,2818,2896
12,111,2695,2790
12,112,2780,2858
12,113,2669,2725
12,114,2510,2568
12,115,2449,2508
12,116,2410,2477
12,117,2322,2393
12,118,2408,2479
12,119,2513,2583
12,120,2531,2612
12,121,3011,3102
12,122,3025,3103
12,123,2973,3072
12,124,3166,3258
12,125,3026,3124
12,126,2886,2972
12,127,3174,3290
12,128,3017,3112
12,129,2957,3057
12,130,2884,2981
12,131,2698,2780
12,132,2681,2776
12,133,2489,2597
12,134,2154,2301
12,135,1926,2085
12,136,1888,1959
12,137,1798,1850
12,138,1799,1872
12,139,1732,1816
12,140,1580,1671
12,141,1333,1420
12,142,1411,1500
12,143,1288,1429
12,144,1296,1484
13,1,68,89
13,2,56,72
13,3,57,74
13,4,58,64
13,5,53,66
13,6,54,74
13,7,34,47
13,8,31,37
13,9,23,29
13,10,27,34
13,11,21,27
13,12,14,20
13,13,9,16
13,14,14,23
13,15,12,17
13,16,10,14
13,17,9,15
13,18,12,16
13,19,10,16
13,20,2,5
13,21,5,12
13,22,9,16
13,23,3,10
13,24,2,5
13,25,4,5
13,26,4,8
13,27,4,5
13,28,4,8
13,29,5,11
13,30,3,6
13,31,3,6
13,32,6,17
13,33,7,19
13,34,6,16
13,35,7,15
13,36,10,23
13,37,8,26
13,38,19,37
13,39,16,38
13,40,75,92
13,41,103,109
13,42,112,124
13,43,236,249
13,44,287,298
13,45,248,260
13,46,265,280
13,47,253,269
13,48,282,297
13,49,346,368
13,50,375,385
13,51,378,399
13,52,379,395
13,53,407,442
13,54,321,351
13,55,292,305
13,56,253,272
13,57,257,276
13,58,273,300
13,59,227,262
13,60,213,244
13,61,242,254
13,62,228,261
13,63,211,242
13,64,238,266
13,65,211,265
13,66,236,272
13,67,242,289
13,68,219,260
13,69,227,271
13,70,225,264
13,71,215,260
13,72,218,271
13,73,246,273
13,74,239,260
13,75,242,263
13,76,264,292
13,77,270,282
13,78,240,253
13,79,241,258
13,80,279,310
13,81,267,302
13,82,249,266
13,83,248,265
13,84,236,261
13,85,229,245
13,86,258,276
13,87,229,255
13,88,206,215
13,89,222,237
13,90,235,255
13,91,235,251
13,92,246,264
13,93,207,224
13,94,250,262
13,95,211,217
13,96,236,253
13,97,286,300
13,98,274,285
13,99,262,275
13,100,285,301
13,101,316,330
13,102,331,345
13,103,401,413
13,104,383,401
13,105,362,378
13,106,399,416
13,107,308,321
13,108,315,328
13,109,298,306
13,110,263,278
13,111,301,322
13,112,271,286
13,113,252,263
13,114,282,298
13,115,268,280
13,116,247,261
13,117,271,279
13,118,247,259
13,119,227,242
13,120,265,283
13,121,257,266
13,122,269,281
13,123,262,278
13,124,254,263
13,125,225,233
13,126,250,269
13,127,273,287
13,128,231,239
13,129,242,252
13,130,240,252
13,131,201,208
13,132,185,203
13,133,198,211
13,134,175,186
13,135,178,193
13,136,144,151
13,137,145,153
13,138,133,141
13,139,106,116
13,140,102,105
13,141,82,93
13,142,110,122
13,143,95,116
13,144,76,96
14,1,448,507
14,2,409,511
14,3,368,484
14,4,342,474
14,5,337,465
14,6,298,428
14,7,280,373
14,8,236,304
14,9,248,284
14,10,249,283
14,11,190,229
14,12,181,208
14,13,175,217
14,14,151,188
14,15,162,193
14,16,113,161
14,17,127,165
14,18,78,101
14,19,98,124
14,20,71,92
14,21,69,95
14,22,81,106
14,23,68,80
14,24,43,58
14,25,66,86
14,26,53,73
14,27,73,111
14,28,65,94
14,29,67,126
14,30,60,96
14,31,52,88
14,32,70,104
14,33,69,126
14,34,74,114
14,35,78,138
14,36,84,194
14,37,98,231
14,38,93,263
14,39,130,320
14,40,455,518
14,41,578,674
14,42,773,901
14,43,1252,1491
14,44,1552,1968
14,45,1923,2679
14,46,1914,2950
14,47,2025,3464
14,48,2190,4229
14,49,2234,5338
14,50,2353,5156
14,51,2930,5169
14,52,2982,5235
14,53,3018,4884
14,54,3183,4012
14,55,3194,3432
14,56,2761,2921
14,57,2463,2584
14,58,2268,2405
14,59,2078,2192
14,60,1933,2095
14,61,1815,1950
14,62,1684,1817
14,63,1707,1833
14,64,1604,1703
14,65,1588,1733
14,66,1583,1706
14,67,1563,1694
14,68,1586,1747
14,69,1633,1843
14,70,1622,1837
14,71,1576,1810
14,72,1598,1808
14,73,1616,1810
14,74,1538,1759
14,75,1586,1801
14,76,1636,1847
14,77,1622,1815
14,78,1653,1820
14,79,1787,2007
14,80,1728,2016
14,81,1772,2091
14,82,1756,2047
14,83,1776,2121
14,84,1708,2062
14,85,1686,1962
14,86,1631,1941
14,87,1587,1876
14,88,1635,1920
14,89,1520,1829
14,90,1469,1842
14,91,1628,2059
14,92,1618,2276
14,93,1567,2291
14,94,1828,2083
14,95,1714,2012
14,96,1610,2009
14,97,1930,2155
14,98,1775,2066
14,99,1997,2333
14,100,2082,2519
14,101,2123,2582
14,102,2413,2978
14,103,2787,3724
14,104,2492,3584
14,105,2494,3622
14,106,2698,3975
14,107,2412,3493
14,108,2181,3012
14,109,2137,2944
14,110,2117,2797
14,111,1920,2302
14,112,1981,2145
14,113,1738,1852
14,114,1747,1824
14,115,1587,1671
14,116,1657,1761
14,117,1629,1744
14,118,1478,1577
14,119,1414,1527
14,120,1471,1610
14,121,1564,1645
14,122,1605,1729
14,123,1431,1546
14,124,1549,1749
14,125,1505,1704
14,126,1399,1574
14,127,1598,1828
14,128,1450,1621
14,129,1327,1475
14,130,1233,1331
14,131,1192,1274
14,132,1038,1122
14,133,1024,1121
14,134,929,989
14,135,845,886
14,136,740,779
14,137,660,686
14,138,711,754
14,139,578,621
14,140,524,566
14,141,490,530
14,142,516,574
14,143,477,537
14,144,390,428
15,2,1,1
15,3,2,2
15,4,0,1
15,5,1,1
15,6,1,2
15,9,0,2
15,10,1,3
15,11,0,5
15,12,0,2
15,13,1,1
15,16,0,1
15,40,1,1
15,41,1,2
15,44,1,3
15,45,0,1
15,46,7,7
15,47,1,1
15,48,6,7
15,49,6,17
15,50,8,17
15,51,9,11
15,52,7,9
15,53,9,15
15,54,7,8
15,55,6,10
15,56,4,6
15,57,7,11
15,58,3,4
15,59,4,8
15,60,6,14
15,61,4,13
15,62,1,5
15,63,2,10
15,64,3,7
15,65,4,7
15,66,7,8
15,67,9,10
15,68,2,8
15,69,11,15
15,70,2,6
15,71,2,10
15,72,4,8
15,73,6,11
15,74,3,4
15,75,7,20
15,76,6,14
15,77,6,12
15,78,5,7
15,79,7,14
15,80,10,13
15,81,7,10
15,82,6,11
15,83,7,12
15,84,12,22
15,85,16,19
15,86,8,15
15,87,7,11
15,88,13,20
15,89,10,20
15,90,3,7
15,91,5,14
15,92,12,30
15,93,6,22
15,94,19,30
15,95,17,38
15,96,9,34
15,97,14,33
15,98,22,42
15,99,26,51
15,100,17,39
15,101,25,41
15,102,12,26
15,103,15,29
15,104,11,19
15,105,6,16
15,106,6,10
15,107,14,26
15,108,7,16
15,109,6,17
15,110,3,18
15,111,17,20
15,112,8,9
15,113,12,17
15,114,13,16
15,115,7,19
15,116,1,2
15,117,3,4
15,118,5,8
15,119,6,12
15,120,0,6
15,121,3,5
15,122,4,7
15,123,3,6
15,124,7,9
15,125,3,4
15,126,3,9
15,127,3,4
15,128,3,6
15,129,5,6
15,130,1,2
15,131,3,6
15,132,2,2
15,133,2,3
15,134,1,2
15,135,2,5
15,136,3,8
15,137,2,3
15,138,0,2
15,139,1,3
15,140,3,7
15,142,2,3
15,143,1,3
16,1,55,61
16,2,55,64
16,3,47,54
16,4,26,28
16,5,23,37
16,6,29,38
16,7,20,29
16,8,24,32
16,9,25,31
16,10,20,29
16,11,13,21
16,12,15,28
16,13,10,14
16,14,12,16
16,15,12,18
16,16,6,15
16,17,7,12
16,18,3,6
16,19,2,3
16,20,0,6
16,21,2,6
16,22,3,8
16,23,1,5
16,24,1,3
16,25,1,7
16,26,2,3
16,27,5,9
16,28,3,7
16,29,1,2
16,30,3,4
16,31,0,4
16,32,3,7
16,33,1,6
16,34,2,5
16,35,4,6
16,36,3,6
16,37,8,13
16,38,11,18
16,39,13,23
16,40,27,33
16,41,34,43
16,42,70,83
16,43,104,120
16,44,121,123
16,45,165,175
16,46,174,199
16,47,235,257
16,48,280,299
16,49,307,357
16,50,297,374
16,51,278,375
16,52,246,440
16,53,205,358
16,54,217,375
16,55,183,328
16,56,192,349
16,57,158,372
16,58,124,334
16,59,112,285
16,60,137,271
16,61,145,243
16,62,160,214
16,63,176,253
16,64,158,217
16,65,158,213
16,66,143,193
16,67,145,189
16,68,147,203
16,69,158,199
16,70,147,181
16,71,137,178
16,72,153,185
16,73,147,185
16,74,153,199
16,75,159,208
16,76,172,233
16,77,149,181
16,78,175,236
16,79,155,185
16,80,140,170
16,81,171,199
16,82,153,171
16,83,153,191
16,84,146,210
16,85,130,170
16,86,126,154
16,87,149,179
16,88,134,156
16,89,141,175
16,90,129,162
16,91,132,154
16,92,136,164
16,93,174,199
16,94,168,180
16,95,175,185
16,96,176,186
16,97,198,201
16,98,188,192
16,99,208,225
16,100,225,236
16,101,215,244
16,102,234,250
16,103,267,283
16,104,203,218
16,105,225,230
16,106,232,242
16,107,215,225
16,108,178,191
16,109,183,195
16,110,208,220
16,111,163,173
16,112,174,190
16,113,186,197
16,114,174,181
16,115,142,150
16,116,168,175
16,117,133,141
16,118,191,194
16,119,169,180
16,120,185,194
16,121,180,195
16,122,167,181
16,123,158,167
16,124,156,166
16,125,168,172
16,126,173,181
16,127,171,182
16,128,150,159
16,129,122,126
16,130,134,137
16,131,158,170
16,132,133,147
16,133,109,120
16,134,123,139
16,135,118,125
16,136,96,100
16,137,114,116
16,138,103,108
16,139,88,94
16,140,89,98
16,141,82,97
16,142,72,78
16,143,65,88
16,144,64,79
17,1,22,28
17,2,21,24
17,3,24,33
17,4,20,31
17,5,15,22
17,6,12,25
17,7,10,13
17,8,9,19
17,9,17,19
17,10,15,18
17,11,13,14
17,12,10,10
17,13,8,12
17,14,3,4
17,15,6,7
17,16,4,9
17,17,4,6
17,18,6,8
17,19,5,6
17,20,4,5
17,21,1,1
17,22,1,3
17,23,3,10
17,24,6,6
17,25,2,3
17,26,1,1
17,27,3,6
17,28,1,4
17,30,1,1
17,31,1,1
17,32,4,5
17,33,0,5
17,34,1,12
17,35,2,7
17,36,5,10
17,37,8,17
17,38,4,15
17,39,4,11
17,40,25,25
17,41,49,52
17,42,62,67
17,43,93,98
17,44,120,122
17,45,132,138
17,46,140,147
17,47,146,147
17,48,126,130
17,49,160,166
17,50,160,165
17,51,144,155
17,52,136,142
17,53,178,191
17,54,146,155
17,55,160,172
17,56,162,172
17,57,157,162
17,58,130,143
17,59,151,185
17,60,147,173
17,61,131,140
17,62,152,160
17,63,162,183
17,64,147,161
17,65,179,214
17,66,175,207
17,67,131,160
17,68,131,147
17,69,128,148
17,70,118,144
17,71,99,109
17,72,133,151
17,73,133,140
17,74,132,143
17,75,129,137
17,76,132,149
17,77,130,144
17,78,141,160
17,79,151,158
17,80,144,162
17,81,130,140
17,82,148,160
17,83,131,146
17,84,129,143
17,85,135,149
17,86,133,147
17,87,137,147
17,88,132,150
17,89,129,139
17,90,121,131
17,91,132,142
17,92,113,121
17,93,137,146
17,94,199,203
17,95,192,206
17,96,186,192
17,97,137,146
17,98,166,172
17,99,190,195
17,100,184,192
17,101,161,169
17,102,152,157
17,103,198,206
17,104,178,187
17,105,179,185
17,106,158,164
17,107,147,154
17,108,136,148
17,109,133,146
17,110,124,138
17,111,102,106
17,112,101,102
17,113,116,121
17,114,132,140
17,115,117,127
17,116,116,118
17,117,129,139
17,118,112,119
17,119,128,136
17,120,118,121
17,121,103,113
17,122,120,128
17,123,134,142
17,124,127,135
17,125,124,127
17,126,101,105
17,127,103,104
17,128,108,111
17,129,90,91
17,130,76,82
17,131,78,85
17,132,80,84
17,133,57,60
17,134,65,70
17,135,57,62
17,136,63,66
17,137,40,44
17,138,51,60
17,139,48,55
17,140,36,47
17,141,44,50
17,142,35,37
17,143,22,30
17,144,37,51
18,1,39,54
18,2,26,51
18,3,40,66
18,4,27,43
18,5,26,39
18,6,19,39
18,7,21,37
18,8,27,51
18,9,15,23
18,10,12,30
18,11,11,24
18,12,14,34
18,13,17,25
18,14,10,21
18,15,8,17
18,16,4,9
18,17,6,16
18,18,7,13
18,19,4,13
18,20,3,8
18,21,3,5
18,22,1,7
18,23,1,4
18,24,2,6
18,25,2,9
18,26,4,9
18,27,1,5
18,28,6,10
18,29,3,7
18,30,1,9
18,31,0,2
18,32,4,9
18,33,7,11
18,34,5,14
18,35,5,11
18,36,10,19
18,37,14,27
18,38,21,32
18,39,27,59
18,40,73,89
18,41,87,106
18,42,113,122
18,43,131,144
18,44,185,198
18,45,217,226
18,46,295,321
18,47,316,334
18,48,304,326
18,49,285,327
18,50,262,309
18,51,287,319
18,52,242,284
18,53,205,234
18,54,223,264
18,55,213,231
18,56,203,236
18,57,211,236
18,58,190,211
18,59,182,209
18,60,183,223
18,61,156,197
18,62,158,209
18,63,152,205
18,64,175,218
18,65,153,193
18,66,121,173
18,67,137,194
18,68,115,160
18,69,142,194
18,70,142,184
18,71,140,173
18,72,161,185
18,73,174,215
18,74,179,214
18,75,155,195
18,76,157,201
18,77,171,205
18,78,162,203
18,79,168,227
18,80,145,199
18,81,150,203
18,82,143,184
18,83,146,187
18,84,128,172
18,85,127,162
18,86,118,145
18,87,100,120
18,88,133,158
18,89,113,125
18,90,139,152
18,91,139,167
18,92,140,173
18,93,152,179
18,94,192,209
18,95,120,133
18,96,122,127
18,97,179,188
18,98,161,172
18,99,180,209
18,100,217,234
18,101,207,236
18,102,202,232
18,103,224,245
18,104,198,223
18,105,229,256
18,106,214,247
18,107,211,227
18,108,216,228
18,109,204,223
18,110,165,176
18,111,179,188
18,112,179,193
18,113,176,197
18,114,186,205
18,115,156,177
18,116,161,178
18,117,115,132
18,118,173,181
18,119,144,169
18,120,153,174
18,121,131,146
18,122,112,123
18,123,129,143
18,124,142,150
18,125,124,139
18,126,101,123
18,127,109,137
18,128,126,144
18,129,122,142
18,130,105,119
18,131,98,118
18,132,100,123
18,133,100,111
18,134,98,107
18,135,93,116
18,136,67,80
18,137,81,98
18,138,84,98
18,139,67,79
18,140,49,63
18,141,55,71
18,142,47,62
18,143,49,70
18,144,38,67
19,1,517,570
19,2,425,465
19,3,373,417
19,4,403,441
19,5,307,347
19,6,342,393
19,7,271,321
19,8,269,299
19,9,228,254
19,10,215,243
19,11,210,234
19,12,189,213
19,13,203,237
19,14,187,227
19,15,162,188
19,16,131,174
19,17,124,157
19,18,125,165
19,19,109,149
19,20,99,128
19,21,93,126
19,22,85,110
19,23,89,100
19,24,62,108
19,25,64,104
19,26,56,90
19,27,48,66
19,28,33,43
19,29,45,76
19,30,52,72
19,31,44,79
19,32,42,76
19,33,38,83
19,34,51,82
19,35,70,122
19,36,54,101
19,37,83,171
19,38,98,187
19,39,124,208
19,40,271,294
19,41,291,318
19,42,318,334
19,43,580,602
19,44,682,701
19,45,945,978
19,46,1336,1379
19,47,1580,1648
19,48,1674,1792
19,49,2036,2363
19,50,2117,2759
19,51,2221,2771
19,52,2205,2851
19,53,1937,2480
19,54,1449,1597
19,55,1295,1326
19,56,1084,1124
19,57,997,1029
19,58,1013,1037
19,59,915,945
19,60,848,885
19,61,812,838
19,62,833,863
19,63,791,830
19,64,807,848
19,65,865,899
19,66,786,840
19,67,862,903
19,68,792,855
19,69,825,895
19,70,927,981
19,71,924,967
19,72,881,938
19,73,921,969
19,74,949,1011
19,75,935,1000
19,76,969,1026
19,77,980,1038
19,78,1012,1066
19,79,1018,1052
19,80,1093,1139
19,81,1077,1141
19,82,1069,1122
19,83,1037,1085
19,84,965,1018
19,85,996,1055
19,86,982,1051
19,87,991,1048
19,88,1047,1113
19,89,957,997
19,90,1008,1049
19,91,976,1013
19,92,1030,1087
19,93,962,1013
19,94,1064,1093
19,95,1106,1139
19,96,1105,1151
19,97,1204,1246
19,98,1051,1082
19,99,1099,1126
19,100,1234,1286
19,101,1183,1245
19,102,1455,1494
19,103,2044,2103
19,104,1774,1831
19,105,1719,1760
19,106,1943,2031
19,107,1834,1919
19,108,1618,1694
19,109,1809,1885
19,110,1733,1803
19,111,1539,1604
19,112,1519,1573
19,113,1407,1438
19,114,1330,1381
19,115,1205,1249
19,116,1150,1182
19,117,1172,1213
19,118,1121,1165
19,119,1079,1124
19,120,1066,1112
19,121,1265,1308
19,122,1205,1239
19,123,1107,1157
19,124,1152,1196
19,125,1087,1128
19,126,1016,1053
19,127,1143,1183
19,128,1078,1114
19,129,1048,1082
19,130,975,1017
19,131,950,984
19,132,948,981
19,133,974,1008
19,134,871,907
19,135,784,831
19,136,787,828
19,137,675,696
19,138,650,697
19,139,642,675
19,140,534,562
19,141,530,560
19,142,498,526
19,143,449,485
19,144,419,453
20,1,663,789
20,2,403,499
20,3,338,365
20,4,271,298
20,5,214,238
20,6,205,225
20,7,206,243
20,8,152,178
20,9,124,143
20,10,139,156
20,11,106,119
20,12,110,124
20,13,111,133
20,14,99,113
20,15,69,77
20,16,75,88
20,17,47,59
20,18,43,60
20,19,40,51
20,20,37,45
20,21,39,47
20,22,24,29
20,23,27,37
20,24,21,30
20,25,15,27
20,26,37,49
20,27,23,37
20,28,25,39
20,29,33,43
20,30,20,47
20,31,19,34
20,32,29,69
20,33,43,73
20,34,24,50
20,35,31,79
20,36,48,84
20,37,61,129
20,38,63,135
20,39,86,166
20,40,254,304
20,41,417,497
20,42,433,496
20,43,784,843
20,44,1159,1201
20,45,1487,1565
20,46,1961,2068
20,47,2625,2807
20,48,3316,4013
20,49,3856,6056
20,50,3637,6694
20,51,4051,6116
20,52,4659,7137
20,53,4599,6909
20,54,4134,4817
20,55,3813,3983
20,56,3391,3509
20,57,2516,2586
20,58,2123,2213
20,59,1859,1952
20,60,1693,1787
20,61,1523,1642
20,62,1422,1517
20,63,1381,1491
20,64,1297,1401
20,65,1327,1441
20,66,1291,1423
20,67,1318,1471
20,68,1385,1564
20,69,1427,1601
20,70,1617,1814
20,71,1629,1861
20,72,1716,1899
20,73,1950,2113
20,74,1742,1869
20,75,1662,1794
20,76,1693,1815
20,77,1675,1808
20,78,1659,1812
20,79,1730,1870
20,80,1641,1782
20,81,1670,1836
20,82,1758,1915
20,83,1647,1827
20,84,1615,1754
20,85,1501,1620
20,86,1448,1569
20,87,1515,1603
20,88,1549,1661
20,89,1537,1664
20,90,1513,1625
20,91,1611,1709
20,92,1625,1726
20,93,1558,1694
20,94,1646,1702
20,95,1663,1721
20,96,1716,1768
20,97,1875,1932
20,98,1743,1797
20,99,1903,1975
20,100,1949,2004
20,101,1838,1913
20,102,2212,2276
20,103,3366,3458
20,104,2916,3015
20,105,3085,3187
20,106,5217,5638
20,107,4657,5165
20,108,4284,4745
20,109,6397,7652
20,110,5832,7398
20,111,4876,5949
20,112,4643,5161
20,113,3940,4173
20,114,3619,3753
20,115,3311,3422
20,116,3108,3195
20,117,2885,2974
20,118,2741,2828
20,119,2637,2713
20,120,2561,2652
20,121,2980,3073
20,122,2768,2862
20,123,2610,2699
20,124,3076,3180
20,125,2955,3071
20,126,2956,3064
20,127,3342,3469
20,128,3108,3252
20,129,2745,2874
20,130,2866,2971
20,131,2420,2494
20,132,2182,2256
20,133,2313,2408
20,134,1923,2040
20,135,1639,1707
20,136,1602,1645
20,137,1369,1422
20,138,1271,1323
20,139,1120,1171
20,140,954,1006
20,141,775,821
20,142,707,756
20,143,536,576
20,144,486,516
21,1,653,779
21,2,304,339
21,3,276,294
21,4,302,317
21,5,216,233
21,6,171,181
21,7,248,265
21,8,138,152
21,9,153,161
21,10,135,144
21,11,113,133
21,12,87,110
21,13,80,89
21,14,77,87
21,15,79,87
21,16,64,72
21,17,67,72
21,18,49,66
21,19,53,64
21,20,34,48
21,21,34,39
21,22,36,48
21,23,34,49
21,24,30,46
21,25,26,37
21,26,16,20
21,27,34,40
21,28,23,33
21,29,21,29
21,30,31,43
21,31,27,36
21,32,27,32
21,33,43,57
21,34,40,68
21,35,61,94
21,36,80,129
21,37,99,167
21,38,131,196
21,39,198,255
21,40,312,333
21,41,421,435
21,42,546,567
21,43,959,985
21,44,1212,1248
21,45,1775,1819
21,46,2509,2568
21,47,2957,3053
21,48,2759,2839
21,49,4094,4344
21,50,4520,5442
21,51,3411,3667
21,52,3930,4024
21,53,4546,5059
21,54,3017,3214
21,55,2184,2232
21,56,1848,1881
21,57,1755,1814
21,58,1661,1707
21,59,1827,1891
21,60,1405,1447
21,61,1237,1264
21,62,1217,1258
21,63,1136,1175
21,64,1194,1227
21,65,1253,1285
21,66,1233,1278
21,67,1257,1304
21,68,1414,1466
21,69,1371,1432
21,70,1535,1635
21,71,1470,1562
21,72,1561,1639
21,73,1641,1696
21,74,1454,1497
21,75,1535,1589
21,76,1728,1782
21,77,1656,1720
21,78,1703,1763
21,79,1753,1816
21,80,1707,1759
21,81,1575,1626
21,82,1518,1578
21,83,1487,1533
21,84,1543,1608
21,85,1544,1597
21,86,1485,1529
21,87,1445,1515
21,88,1487,1527
21,89,1506,1571
21,90,1397,1465
21,91,1590,1699
21,92,1626,1766
21,93,1577,1708
21,94,1700,1762
21,95,1654,1699
21,96,1607,1653
21,97,1710,1771
21,98,1763,1806
21,99,1776,1842
21,100,2059,2136
21,101,1897,1958
21,102,1746,1807
21,103,2385,2465
21,104,2304,2374
21,105,2219,2312
21,106,3164,3263
21,107,3047,3139
21,108,2651,2725
21,109,3218,3293
21,110,2952,3021
21,111,2453,2526
21,112,2459,2533
21,113,2140,2215
21,114,2074,2166
21,115,1870,1926
21,116,1799,1861
21,117,1736,1805
21,118,1806,1867
21,119,1692,1739
21,120,1600,1661
21,121,1832,1887
21,122,1707,1760
21,123,1608,1660
21,124,1766,1812
21,125,1620,1670
21,126,1511,1562
21,127,2048,2121
21,128,1801,1850
21,129,1651,1698
21,130,1630,1659
21,131,1524,1563
21,132,1480,1526
21,133,1588,1643
21,134,1380,1425
21,135,1170,1210
21,136,1012,1044
21,137,990,1033
21,138,766,811
21,139,686,711
21,140,592,624
21,141,460,479
21,142,450,472
21,143,336,358
21,144,318,329
22,1,353,538
22,2,374,500
22,3,345,444
22,4,362,479
22,5,330,424
22,6,351,456
22,7,292,399
22,8,274,359
22,9,232,291
22,10,238,320
22,11,218,293
22,12,183,259
22,13,164,233
22,14,137,179
22,15,101,150
22,16,117,147
22,17,94,145
22,18,93,137
22,19,85,121
22,20,97,148
22,21,73,121
22,22,54,86
22,23,68,103
22,24,55,79
22,25,52,83
22,26,38,63
22,27,30,44
22,28,29,54
22,29,34,63
22,30,23,49
22,31,26,41
22,32,28,55
22,33,21,43
22,34,17,36
22,35,23,46
22,36,21,42
22,37,26,45
22,38,23,56
22,39,57,96
22,40,83,117
22,41,107,148
22,42,147,225
22,43,173,251
22,44,320,399
22,45,363,456
22,46,546,647
22,47,679,814
22,48,690,828
22,49,877,1036
22,50,903,1071
22,51,774,960
22,52,852,1037
22,53,941,1140
22,54,712,879
22,55,664,789
22,56,639,800
22,57,578,725
22,58,608,736
22,59,523,702
22,60,555,743
22,61,512,693
22,62,528,726
22,63,515,733
22,64,501,694
22,65,514,704
22,66,555,745
22,67,604,864
22,68,617,860
22,69,641,862
22,70,676,959
22,71,645,879
22,72,644,926
22,73,609,821
22,74,582,795
22,75,639,835
22,76,555,750
22,77,550,760
22,78,550,766
22,79,545,777
22,80,609,864
22,81,583,798
22,82,669,920
22,83,602,851
22,84,591,846
22,85,650,870
22,86,634,855
22,87,633,923
22,88,657,942
22,89,637,898
22,90,592,838
22,91,625,884
22,92,619,878
22,93,695,937
22,94,642,908
22,95,679,928
22,96,702,1016
22,97,777,1064
22,98,750,1093
22,99,785,1123
22,100,828,1153
22,101,775,1073
22,102,1025,1398
22,103,1253,1651
22,104,1103,1476
22,105,1088,1473
22,106,1146,1534
22,107,1058,1451
22,108,1015,1444
22,109,1019,1473
22,110,974,1396
22,111,1030,1432
22,112,1166,1607
22,113,1046,1412
22,114,931,1272
22,115,790,1048
22,116,809,1100
22,117,728,1065
22,118,725,1012
22,119,614,916
22,120,625,950
22,121,732,1032
22,122,716,985
22,123,738,1044
22,124,649,964
22,125,592,841
22,126,557,807
22,127,639,878
22,128,575,851
22,129,517,826
22,130,618,907
22,131,518,806
22,132,521,784
22,133,552,852
22,134,493,764
22,135,457,675
22,136,414,614
22,137,464,704
22,138,486,814
22,139,499,741
22,140,463,699
22,141,410,622
22,142,414,557
22,143,405,553
22,144,375,501
23,1,2650,3086
23,2,2544,3030
23,3,2392,3142
23,4,2350,3752
23,5,2158,3769
23,6,2128,3773
23,7,2021,3434
23,8,1803,2936
23,9,1806,2674
23,10,1678,2289
23,11,1543,1924
23,12,1352,1629
23,13,1293,1560
23,14,1190,1570
23,15,1109,1444
23,16,1016,1346
23,17,946,1228
23,18,821,1148
23,19,848,1135
23,20,745,973
23,21,640,799
23,22,629,778
23,23,520,693
23,24,556,705
23,25,487,661
23,26,454,681
23,27,489,655
23,28,438,645
23,29,431,653
23,30,363,553
23,31,380,584
23,32,348,567
23,33,409,676
23,34,343,618
23,35,370,706
23,36,367,690
23,37,449,974
23,38,464,1066
23,39,555,1197
23,40,1612,1968
23,41,1862,2192
23,42,2451,2827
23,43,3437,3971
23,44,4211,5159
23,45,4795,7022
23,46,4926,8743
23,47,4975,9857
23,48,4967,11152
23,49,5054,11678
23,50,5492,11686
23,51,6105,11366
23,52,6199,10819
23,53,6475,9795
23,54,6354,7994
23,55,6427,7021
23,56,6393,6950
23,57,6111,6651
23,58,5623,6693
23,59,5376,6806
23,60,5311,6464
23,61,5043,6003
23,62,5029,5875
23,63,5067,5915
23,64,4944,5758
23,65,4866,5698
23,66,4886,5628
23,67,4825,5584
23,68,4661,5429
23,69,4723,5583
23,70,5022,5979
23,71,4933,5819
23,72,4728,5543
23,73,5169,5920
23,74,5004,5680
23,75,5035,5742
23,76,5227,5961
23,77,5398,6191
23,78,5370,6180
23,79,5535,6486
23,80,5705,6904
23,81,5818,7270
23,82,5735,7345
23,83,5635,7199
23,84,5502,6977
23,85,5734,7036
23,86,5581,7024
23,87,5461,6796
23,88,5835,7011
23,89,5759,6950
23,90,5548,6759
23,91,5590,6931
23,92,5596,7479
23,93,5405,7624
23,94,6259,6964
23,95,5564,6390
23,96,5900,7043
23,97,6487,6805
23,98,6147,6561
23,99,6462,6973
23,100,6805,7418
23,101,6771,7403
23,102,7426,8121
23,103,8339,9521
23,104,7924,9350
23,105,7881,9721
23,106,8410,11670
23,107,7873,10913
23,108,7531,10255
23,109,7736,10294
23,110,7328,9122
23,111,7290,8410
23,112,7330,7899
23,113,7164,7601
23,114,7155,7561
23,115,6820,7295
23,116,6551,6944
23,117,6164,6500
23,118,6231,6546
23,119,6093,6429
23,120,6201,6766
